User ID,Gender,Age,EstimatedSalary,Purchased
15624510.00,Male,19.00,19000.00,0.00
15810944.00,Male,35.00,20000.00,0.00
15668575.00,Female,26.00,43000.00,0.00
15603246.00,Female,27.00,57000.00,0.00
15804002.00,Male,19.00,76000.00,0.00
15728773.00,Male,27.00,58000.00,0.00
15598044.00,Female,27.00,84000.00,0.00
15694829.00,Female,32.00,150000.00,1.00
15600575.00,Male,25.00,33000.00,0.00
15727311.00,Female,35.00,65000.00,0.00
15570769.00,Female,26.00,80000.00,0.00
15606274.00,Female,26.00,52000.00,0.00
15746139.00,Male,20.00,86000.00,0.00
15704987.00,Male,32.00,18000.00,0.00
15628972.00,Male,18.00,82000.00,0.00
15697686.00,Male,29.00,80000.00,0.00
15733883.00,Male,47.00,25000.00,1.00
15617482.00,Male,45.00,26000.00,1.00
15704583.00,Male,46.00,28000.00,1.00
15621083.00,Female,48.00,29000.00,1.00
15649487.00,Male,45.00,22000.00,1.00
15736760.00,Female,47.00,49000.00,1.00
15714658.00,Male,48.00,41000.00,1.00
15599081.00,Female,45.00,22000.00,1.00
15705113.00,Male,46.00,23000.00,1.00
15631159.00,Male,47.00,20000.00,1.00
15792818.00,Male,49.00,28000.00,1.00
15633531.00,Female,47.00,30000.00,1.00
15744529.00,Male,29.00,43000.00,0.00
15669656.00,Male,31.00,18000.00,0.00
15581198.00,Male,31.00,74000.00,0.00
15729054.00,Female,27.00,137000.00,1.00
15573452.00,Female,21.00,16000.00,0.00
15776733.00,Female,28.00,44000.00,0.00
15724858.00,Male,27.00,90000.00,0.00
15713144.00,Male,35.00,27000.00,0.00
15690188.00,Female,33.00,28000.00,0.00
15689425.00,Male,30.00,49000.00,0.00
15671766.00,Female,26.00,72000.00,0.00
15782806.00,Female,27.00,31000.00,0.00
15764419.00,Female,27.00,17000.00,0.00
15591915.00,Female,33.00,51000.00,0.00
15772798.00,Male,35.00,108000.00,0.00
15792008.00,Male,30.00,15000.00,0.00
15715541.00,Female,28.00,84000.00,0.00
15639277.00,Male,23.00,20000.00,0.00
15798850.00,Male,25.00,79000.00,0.00
15776348.00,Female,27.00,54000.00,0.00
15727696.00,Male,30.00,135000.00,1.00
15793813.00,Female,31.00,89000.00,0.00
15694395.00,Female,24.00,32000.00,0.00
15764195.00,Female,18.00,44000.00,0.00
15744919.00,Female,29.00,83000.00,0.00
15671655.00,Female,35.00,23000.00,0.00
15654901.00,Female,27.00,58000.00,0.00
15649136.00,Female,24.00,55000.00,0.00
15775562.00,Female,23.00,48000.00,0.00
15807481.00,Male,28.00,79000.00,0.00
15642885.00,Male,22.00,18000.00,0.00
15789109.00,Female,32.00,117000.00,0.00
15814004.00,Male,27.00,20000.00,0.00
15673619.00,Male,25.00,87000.00,0.00
15595135.00,Female,23.00,66000.00,0.00
15583681.00,Male,32.00,120000.00,1.00
15605000.00,Female,59.00,83000.00,0.00
15718071.00,Male,24.00,58000.00,0.00
15679760.00,Male,24.00,19000.00,0.00
15654574.00,Female,23.00,82000.00,0.00
15577178.00,Female,22.00,63000.00,0.00
15595324.00,Female,31.00,68000.00,0.00
15756932.00,Male,25.00,80000.00,0.00
15726358.00,Female,24.00,27000.00,0.00
15595228.00,Female,20.00,23000.00,0.00
15782530.00,Female,33.00,113000.00,0.00
15592877.00,Male,32.00,18000.00,0.00
15651983.00,Male,34.00,112000.00,1.00
15746737.00,Male,18.00,52000.00,0.00
15774179.00,Female,22.00,27000.00,0.00
15667265.00,Female,28.00,87000.00,0.00
15655123.00,Female,26.00,17000.00,0.00
15595917.00,Male,30.00,80000.00,0.00
15668385.00,Male,39.00,42000.00,0.00
15709476.00,Male,20.00,49000.00,0.00
15711218.00,Male,35.00,88000.00,0.00
15798659.00,Female,30.00,62000.00,0.00
15663939.00,Female,31.00,118000.00,1.00
15694946.00,Male,24.00,55000.00,0.00
15631912.00,Female,28.00,85000.00,0.00
15768816.00,Male,26.00,81000.00,0.00
15682268.00,Male,35.00,50000.00,0.00
15684801.00,Male,22.00,81000.00,0.00
15636428.00,Female,30.00,116000.00,0.00
15809823.00,Male,26.00,15000.00,0.00
15699284.00,Female,29.00,28000.00,0.00
15786993.00,Female,29.00,83000.00,0.00
15709441.00,Female,35.00,44000.00,0.00
15710257.00,Female,35.00,25000.00,0.00
15582492.00,Male,28.00,123000.00,1.00
15575694.00,Male,35.00,73000.00,0.00
15756820.00,Female,28.00,37000.00,0.00
15766289.00,Male,27.00,88000.00,0.00
15593014.00,Male,28.00,59000.00,0.00
15584545.00,Female,32.00,86000.00,0.00
15675949.00,Female,33.00,149000.00,1.00
15672091.00,Female,19.00,21000.00,0.00
15801658.00,Male,21.00,72000.00,0.00
15706185.00,Female,26.00,35000.00,0.00
15789863.00,Male,27.00,89000.00,0.00
15720943.00,Male,26.00,86000.00,0.00
15697997.00,Female,38.00,80000.00,0.00
15665416.00,Female,39.00,71000.00,0.00
15660200.00,Female,37.00,71000.00,0.00
15619653.00,Male,38.00,61000.00,0.00
15773447.00,Male,37.00,55000.00,0.00
15739160.00,Male,42.00,80000.00,0.00
15689237.00,Male,40.00,57000.00,0.00
15679297.00,Male,35.00,75000.00,0.00
15591433.00,Male,36.00,52000.00,0.00
15642725.00,Male,40.00,59000.00,0.00
15701962.00,Male,41.00,59000.00,0.00
15811613.00,Female,36.00,75000.00,0.00
15741049.00,Male,37.00,72000.00,0.00
15724423.00,Female,40.00,75000.00,0.00
15574305.00,Male,35.00,53000.00,0.00
15678168.00,Female,41.00,51000.00,0.00
15697020.00,Female,39.00,61000.00,0.00
15610801.00,Male,42.00,65000.00,0.00
15745232.00,Male,26.00,32000.00,0.00
15722758.00,Male,30.00,17000.00,0.00
15792102.00,Female,26.00,84000.00,0.00
15675185.00,Male,31.00,58000.00,0.00
15801247.00,Male,33.00,31000.00,0.00
15725660.00,Male,30.00,87000.00,0.00
15638963.00,Female,21.00,68000.00,0.00
15800061.00,Female,28.00,55000.00,0.00
15578006.00,Male,23.00,63000.00,0.00
15668504.00,Female,20.00,82000.00,0.00
15687491.00,Male,30.00,107000.00,1.00
15610403.00,Female,28.00,59000.00,0.00
15741094.00,Male,19.00,25000.00,0.00
15807909.00,Male,19.00,85000.00,0.00
15666141.00,Female,18.00,68000.00,0.00
15617134.00,Male,35.00,59000.00,0.00
15783029.00,Male,30.00,89000.00,0.00
15622833.00,Female,34.00,25000.00,0.00
15746422.00,Female,24.00,89000.00,0.00
15750839.00,Female,27.00,96000.00,1.00
15749130.00,Female,41.00,30000.00,0.00
15779862.00,Male,29.00,61000.00,0.00
15767871.00,Male,20.00,74000.00,0.00
15679651.00,Female,26.00,15000.00,0.00
15576219.00,Male,41.00,45000.00,0.00
15699247.00,Male,31.00,76000.00,0.00
15619087.00,Female,36.00,50000.00,0.00
15605327.00,Male,40.00,47000.00,0.00
15610140.00,Female,31.00,15000.00,0.00
15791174.00,Male,46.00,59000.00,0.00
15602373.00,Male,29.00,75000.00,0.00
15762605.00,Male,26.00,30000.00,0.00
15598840.00,Female,32.00,135000.00,1.00
15744279.00,Male,32.00,100000.00,1.00
15670619.00,Male,25.00,90000.00,0.00
15599533.00,Female,37.00,33000.00,0.00
15757837.00,Male,35.00,38000.00,0.00
15697574.00,Female,33.00,69000.00,0.00
15578738.00,Female,18.00,86000.00,0.00
15762228.00,Female,22.00,55000.00,0.00
15614827.00,Female,35.00,71000.00,0.00
15789815.00,Male,29.00,148000.00,1.00
15579781.00,Female,29.00,47000.00,0.00
15587013.00,Male,21.00,88000.00,0.00
15570932.00,Male,34.00,115000.00,0.00
15794661.00,Female,26.00,118000.00,0.00
15581654.00,Female,34.00,43000.00,0.00
15644296.00,Female,34.00,72000.00,0.00
15614420.00,Female,23.00,28000.00,0.00
15609653.00,Female,35.00,47000.00,0.00
15594577.00,Male,25.00,22000.00,0.00
15584114.00,Male,24.00,23000.00,0.00
15673367.00,Female,31.00,34000.00,0.00
15685576.00,Male,26.00,16000.00,0.00
15774727.00,Female,31.00,71000.00,0.00
15694288.00,Female,32.00,117000.00,1.00
15603319.00,Male,33.00,43000.00,0.00
15759066.00,Female,33.00,60000.00,0.00
15814816.00,Male,31.00,66000.00,0.00
15724402.00,Female,20.00,82000.00,0.00
15571059.00,Female,33.00,41000.00,0.00
15674206.00,Male,35.00,72000.00,0.00
15715160.00,Male,28.00,32000.00,0.00
15730448.00,Male,24.00,84000.00,0.00
15662067.00,Female,19.00,26000.00,0.00
15779581.00,Male,29.00,43000.00,0.00
15662901.00,Male,19.00,70000.00,0.00
15689751.00,Male,28.00,89000.00,0.00
15667742.00,Male,34.00,43000.00,0.00
15738448.00,Female,30.00,79000.00,0.00
15680243.00,Female,20.00,36000.00,0.00
15745083.00,Male,26.00,80000.00,0.00
15708228.00,Male,35.00,22000.00,0.00
15628523.00,Male,35.00,39000.00,0.00
15708196.00,Male,49.00,74000.00,0.00
15735549.00,Female,39.00,134000.00,1.00
15809347.00,Female,41.00,71000.00,0.00
15660866.00,Female,58.00,101000.00,1.00
15766609.00,Female,47.00,47000.00,0.00
15654230.00,Female,55.00,130000.00,1.00
15794566.00,Female,52.00,114000.00,0.00
15800890.00,Female,40.00,142000.00,1.00
15697424.00,Female,46.00,22000.00,0.00
15724536.00,Female,48.00,96000.00,1.00
15735878.00,Male,52.00,150000.00,1.00
15707596.00,Female,59.00,42000.00,0.00
15657163.00,Male,35.00,58000.00,0.00
15622478.00,Male,47.00,43000.00,0.00
15779529.00,Female,60.00,108000.00,1.00
15636023.00,Male,49.00,65000.00,0.00
15582066.00,Male,40.00,78000.00,0.00
15666675.00,Female,46.00,96000.00,0.00
15732987.00,Male,59.00,143000.00,1.00
15789432.00,Female,41.00,80000.00,0.00
15663161.00,Male,35.00,91000.00,1.00
15694879.00,Male,37.00,144000.00,1.00
15593715.00,Male,60.00,102000.00,1.00
15575002.00,Female,35.00,60000.00,0.00
15622171.00,Male,37.00,53000.00,0.00
15795224.00,Female,36.00,126000.00,1.00
15685346.00,Male,56.00,133000.00,1.00
15691808.00,Female,40.00,72000.00,0.00
15721007.00,Female,42.00,80000.00,1.00
15794253.00,Female,35.00,147000.00,1.00
15694453.00,Male,39.00,42000.00,0.00
15813113.00,Male,40.00,107000.00,1.00
15614187.00,Male,49.00,86000.00,1.00
15619407.00,Female,38.00,112000.00,0.00
15646227.00,Male,46.00,79000.00,1.00
15660541.00,Male,40.00,57000.00,0.00
15753874.00,Female,37.00,80000.00,0.00
15617877.00,Female,46.00,82000.00,0.00
15772073.00,Female,53.00,143000.00,1.00
15701537.00,Male,42.00,149000.00,1.00
15736228.00,Male,38.00,59000.00,0.00
15780572.00,Female,50.00,88000.00,1.00
15769596.00,Female,56.00,104000.00,1.00
15586996.00,Female,41.00,72000.00,0.00
15722061.00,Female,51.00,146000.00,1.00
15638003.00,Female,35.00,50000.00,0.00
15775590.00,Female,57.00,122000.00,1.00
15730688.00,Male,41.00,52000.00,0.00
15753102.00,Female,35.00,97000.00,1.00
15810075.00,Female,44.00,39000.00,0.00
15723373.00,Male,37.00,52000.00,0.00
15795298.00,Female,48.00,134000.00,1.00
15584320.00,Female,37.00,146000.00,1.00
15724161.00,Female,50.00,44000.00,0.00
15750056.00,Female,52.00,90000.00,1.00
15609637.00,Female,41.00,72000.00,0.00
15794493.00,Male,40.00,57000.00,0.00
15569641.00,Female,58.00,95000.00,1.00
15815236.00,Female,45.00,131000.00,1.00
15811177.00,Female,35.00,77000.00,0.00
15680587.00,Male,36.00,144000.00,1.00
15672821.00,Female,55.00,125000.00,1.00
15767681.00,Female,35.00,72000.00,0.00
15600379.00,Male,48.00,90000.00,1.00
15801336.00,Female,42.00,108000.00,1.00
15721592.00,Male,40.00,75000.00,0.00
15581282.00,Male,37.00,74000.00,0.00
15746203.00,Female,47.00,144000.00,1.00
15583137.00,Male,40.00,61000.00,0.00
15680752.00,Female,43.00,133000.00,0.00
15688172.00,Female,59.00,76000.00,1.00
15791373.00,Male,60.00,42000.00,1.00
15589449.00,Male,39.00,106000.00,1.00
15692819.00,Female,57.00,26000.00,1.00
15727467.00,Male,57.00,74000.00,1.00
15734312.00,Male,38.00,71000.00,0.00
15764604.00,Male,49.00,88000.00,1.00
15613014.00,Female,52.00,38000.00,1.00
15759684.00,Female,50.00,36000.00,1.00
15609669.00,Female,59.00,88000.00,1.00
15685536.00,Male,35.00,61000.00,0.00
15750447.00,Male,37.00,70000.00,1.00
15663249.00,Female,52.00,21000.00,1.00
15638646.00,Male,48.00,141000.00,0.00
15734161.00,Female,37.00,93000.00,1.00
15631070.00,Female,37.00,62000.00,0.00
15761950.00,Female,48.00,138000.00,1.00
15649668.00,Male,41.00,79000.00,0.00
15713912.00,Female,37.00,78000.00,1.00
15586757.00,Male,39.00,134000.00,1.00
15596522.00,Male,49.00,89000.00,1.00
15625395.00,Male,55.00,39000.00,1.00
15760570.00,Male,37.00,77000.00,0.00
15566689.00,Female,35.00,57000.00,0.00
15725794.00,Female,36.00,63000.00,0.00
15673539.00,Male,42.00,73000.00,1.00
15705298.00,Female,43.00,112000.00,1.00
15675791.00,Male,45.00,79000.00,0.00
15747043.00,Male,46.00,117000.00,1.00
15736397.00,Female,58.00,38000.00,1.00
15678201.00,Male,48.00,74000.00,1.00
15720745.00,Female,37.00,137000.00,1.00
15637593.00,Male,37.00,79000.00,1.00
15598070.00,Female,40.00,60000.00,0.00
15787550.00,Male,42.00,54000.00,0.00
15603942.00,Female,51.00,134000.00,0.00
15733973.00,Female,47.00,113000.00,1.00
15596761.00,Male,36.00,125000.00,1.00
15652400.00,Female,38.00,50000.00,0.00
15717893.00,Female,42.00,70000.00,0.00
15622585.00,Male,39.00,96000.00,1.00
15733964.00,Female,38.00,50000.00,0.00
15753861.00,Female,49.00,141000.00,1.00
15747097.00,Female,39.00,79000.00,0.00
15594762.00,Female,39.00,75000.00,1.00
15667417.00,Female,54.00,104000.00,1.00
15684861.00,Male,35.00,55000.00,0.00
15742204.00,Male,45.00,32000.00,1.00
15623502.00,Male,36.00,60000.00,0.00
15774872.00,Female,52.00,138000.00,1.00
15611191.00,Female,53.00,82000.00,1.00
15674331.00,Male,41.00,52000.00,0.00
15619465.00,Female,48.00,30000.00,1.00
15575247.00,Female,48.00,131000.00,1.00
15695679.00,Female,41.00,60000.00,0.00
15713463.00,Male,41.00,72000.00,0.00
15785170.00,Female,42.00,75000.00,0.00
15796351.00,Male,36.00,118000.00,1.00
15639576.00,Female,47.00,107000.00,1.00
15693264.00,Male,38.00,51000.00,0.00
15589715.00,Female,48.00,119000.00,1.00
15769902.00,Male,42.00,65000.00,0.00
15587177.00,Male,40.00,65000.00,0.00
15814553.00,Male,57.00,60000.00,1.00
15601550.00,Female,36.00,54000.00,0.00
15664907.00,Male,58.00,144000.00,1.00
15612465.00,Male,35.00,79000.00,0.00
15810800.00,Female,38.00,55000.00,0.00
15665760.00,Male,39.00,122000.00,1.00
15588080.00,Female,53.00,104000.00,1.00
15776844.00,Male,35.00,75000.00,0.00
15717560.00,Female,38.00,65000.00,0.00
15629739.00,Female,47.00,51000.00,1.00
15729908.00,Male,47.00,105000.00,1.00
15716781.00,Female,41.00,63000.00,0.00
15646936.00,Male,53.00,72000.00,1.00
15768151.00,Female,54.00,108000.00,1.00
15579212.00,Male,39.00,77000.00,0.00
15721835.00,Male,38.00,61000.00,0.00
15800515.00,Female,38.00,113000.00,1.00
15591279.00,Male,37.00,75000.00,0.00
15587419.00,Female,42.00,90000.00,1.00
15750335.00,Female,37.00,57000.00,0.00
15699619.00,Male,36.00,99000.00,1.00
15606472.00,Male,60.00,34000.00,1.00
15778368.00,Male,54.00,70000.00,1.00
15671387.00,Female,41.00,72000.00,0.00
15573926.00,Male,40.00,71000.00,1.00
15709183.00,Male,42.00,54000.00,0.00
15577514.00,Male,43.00,129000.00,1.00
15778830.00,Female,53.00,34000.00,1.00
15768072.00,Female,47.00,50000.00,1.00
15768293.00,Female,42.00,79000.00,0.00
15654456.00,Male,42.00,104000.00,1.00
15807525.00,Female,59.00,29000.00,1.00
15574372.00,Female,58.00,47000.00,1.00
15671249.00,Male,46.00,88000.00,1.00
15779744.00,Male,38.00,71000.00,0.00
15624755.00,Female,54.00,26000.00,1.00
15611430.00,Female,60.00,46000.00,1.00
15774744.00,Male,60.00,83000.00,1.00
15629885.00,Female,39.00,73000.00,0.00
15708791.00,Male,59.00,130000.00,1.00
15793890.00,Female,37.00,80000.00,0.00
15646091.00,Female,46.00,32000.00,1.00
15596984.00,Female,46.00,74000.00,0.00
15800215.00,Female,42.00,53000.00,0.00
15577806.00,Male,41.00,87000.00,1.00
15749381.00,Female,58.00,23000.00,1.00
15683758.00,Male,42.00,64000.00,0.00
15670615.00,Male,48.00,33000.00,1.00
15715622.00,Female,44.00,139000.00,1.00
15707634.00,Male,49.00,28000.00,1.00
15806901.00,Female,57.00,33000.00,1.00
15775335.00,Male,56.00,60000.00,1.00
15724150.00,Female,49.00,39000.00,1.00
15627220.00,Male,39.00,71000.00,0.00
15672330.00,Male,47.00,34000.00,1.00
15668521.00,Female,48.00,35000.00,1.00
15807837.00,Male,48.00,33000.00,1.00
15592570.00,Male,47.00,23000.00,1.00
15748589.00,Female,45.00,45000.00,1.00
15635893.00,Male,60.00,42000.00,1.00
15757632.00,Female,39.00,59000.00,0.00
15691863.00,Female,46.00,41000.00,1.00
15706071.00,Male,51.00,23000.00,1.00
15654296.00,Female,50.00,20000.00,1.00
15755018.00,Male,36.00,33000.00,0.00
15594041.00,Female,49.00,36000.00,1.00
